name,release_year,image,platforms
Team Buddies,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2982999-box_tb.png,['PlayStation']
Singstar Legends,2008,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8830/210375-nordicboxcover.jpg,['PlayStation 2']
Siege of Avalon,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1898226-siege.jpg,['PC']
Blackscar Mountain,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/770428-blackscar.gif,['Atari ST']
Ceremony of Innocence,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1488/1362083-cereminn.jpg,"['Mac', 'PC']"
Masterblazer,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3064989-masterblazer_ami_1_1.jpg,"['Amiga', 'Atari ST', 'PC']"
My Word Coach,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3948/395928-l10703496.jpg,"['Wii', 'Nintendo DS']"
Nosferatu: The Wrath of Malachi,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/62890/1424421-nosferatu_wrath_of_malachi_cover.jpg,['PC']
Midway Arcade Treasures 2,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525204-box_mat2.png,"['PlayStation 2', 'GameCube', 'Xbox']"
Metal Slug: 2nd Mission,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/11059/305835-ms2ndmjap.jpg,['Neo Geo Pocket Color']
Super Nazo Puyo: Rulue no Roux,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7465/2164980-581938_21877_front.jpg,['Super Nintendo Entertainment System']
Les Manley in: Lost in L.A.,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/720827-foto_les_manley_in__lost_in_l.a..jpg,['PC']
Star Wars: Racer Revenge,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2285712-box_swrr.png,"['PlayStation 2', 'PlayStation Network (PS3)', 'PlayStation 4']"
John Romero's Daikatana,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3509/647683-daikatana_pc_na.jpg,"['Nintendo 64', 'PC']"
Earth 2140: Mission Pack,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5317/297061-obal_predni1.jpg,['Amiga']
Silver,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9778/2206322-sega_dreamcast_silver.jpg,"['Mac', 'Dreamcast', 'PC', 'Linux']"
Tenchu: Return from Darkness,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2215089-box_tenchurod.png,['Xbox']
Art of Fighting Anthology,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525152-box_aofa.png,"['PlayStation 2', 'PlayStation Network (PS3)', 'PlayStation 4']"
Langrisser V: The End of Legend,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2557445-untitled.png,['Saturn']
Gothic 3,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/618107-920920_54699_front_1_.jpg,['PC']
Doom 3: Resurrection of Evil,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9253/1193822-doom3roe_uk_pc_front.jpg,"['Xbox', 'PC']"
Star Trek: Armada,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2423341-armada_pc.jpg,['PC']
Lionheart: Legacy of the Crusader,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23967/831462-ufu6.jpg,['PC']
Cannon Fodder,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2369914-genesis_cannonfodder_eu_cropped.jpg,"['Amiga', 'Genesis', 'Super Nintendo Entertainment System', 'Atari ST', 'PlayStation Portable', '3DO', 'Jaguar', 'Amiga CD32', 'Game Boy Color', 'PC', 'Acorn Archimedes']"
Night Watch,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/86736/1339320-night.watch_game.jpg,['PC']
Crusader of Centy,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/35085/1366326-crusader_of_centy_coverart.png,['Genesis']
Data East's Arcade Alley,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2890967-3689221285-71898.jpg,['Commodore 64']
Alien Rampage,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/721896-6948_boxshot_alien_rampage.jpg,['PC']
Lula: The Sexy Empire,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/1049435-lula___the_sexy_empire_coverart.png,['PC']
Caribbean Disaster,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'PC']"
SEGA AGES 2500 Vol.29: Monster World Complete Collection,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/112/775196-front.jpg,['PlayStation 2']
"Sakura Taisen 4: Koi seyo, Otome",2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2135348-4box.png,"['Dreamcast', 'PC']"
Africa Trail,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30086/972889-9273.jpg,"['Mac', 'PC']"
Helsingfors,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['Commodore 64']
NHL 99,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1795326-box_nhl99.png,"['PlayStation', 'Nintendo 64', 'PC']"
Orphée: Voyage aux Enfers,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2391031-orphee_voyage_aux_enfers_cover.jpg,"['Amstrad CPC', 'PC']"
Juiced,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972719-box_juiced.png,"['PlayStation 2', 'Xbox', 'PC']"
Pulstar,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8153/457863-pulstar.jpg,"['Mac', 'Neo Geo', 'Neo Geo CD', 'Arcade', 'PC', 'Browser', 'Linux', 'Nintendo Switch']"
Chaos Legion,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2117014-box_clegion.png,"['PlayStation 2', 'PC']"
Taito Legends 2,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2481879-box_tl2.png,"['PlayStation 2', 'Xbox', 'PC']"
Quest for Glory III: Wages of War,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/721440-7102_boxshot_quest_for_glory_3___wages_of_war.jpg,['PC']
Astaroth: The Angel of Death,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/690251-16734rqloaps.jpg,"['Amiga', 'Atari ST']"
Empire Soccer 94,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/60173/1479514-empiresoccer94.0.jpg,"['Amiga', 'PC']"
Bluebush Chess,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
DoReMi Fantasy: Milon's DokiDoki Adventure,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/14/149200/2148542-doremi_fantasy.jpg,"['Super Nintendo Entertainment System', 'Wii Shop']"
Thief II: The Metal Age,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/913/822248-1thief2cover2.jpg,['PC']
Life in the Fast Lane,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/2775663-2734628060-67657.jpg,['PC']
AirForce Delta,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/10831/475141-196566_50158_front.jpg,"['Dreamcast', 'Game Boy Color']"
Kong: The 8th Wonder of the World,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/13/135472/1910223-924959_54022_front.jpg,['Game Boy Advance']
Dead or Alive 4,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1894014-box_doa4.png,['Xbox 360']
Mary-Kate And Ashley: Magical Mystery Mall,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9261/364894-marymag.jpg,['PlayStation']
Xenic,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Airs Adventure,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/30/307326/3023405-2908411421-600px.jpg,['Saturn']
Yu-Gi-Oh! The Eternal Duelist Soul,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2210240-box_ygoteds.png,['Game Boy Advance']
"Cubert Badbone, P.I.",2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
SCARAB,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Rocket: Robot on Wheels,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2937594-box_rrow.png,['Nintendo 64']
Diva Starz: Mall Mania,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/1805091-diva_starz___mall_mania__usa_.png,['Game Boy Color']
Squigs,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['Amiga']
Lucky Luke: On the Dalton's Trail,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/5/57793/1361487-51p4k3h9pwl._ss500_.jpg,"['PlayStation', 'PC']"
MotoGP,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2421662-box_motogp.png,"['PlayStation Portable', 'PlayStation 2', 'Xbox', 'N-Gage', 'PC']"
Dogs Playing Poker,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/14/148570/2246233-qwak_team17_box_256.jpg,['PC']
The Amazing Adventures of ANSI Dude,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7900/329372-579453_20841_front.jpg,['PC']
Star Trek: Shattered Universe,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2284718-box_stsu.png,"['PlayStation 2', 'Xbox']"
Shenmue,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2957796-box_shenmue.png,['Dreamcast']
Abandoned Places 2,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/632356-924227_58220_front_1_.jpg,['Amiga']
Half-Life: Blue Shift,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14741/972811-half_life_blue_shift_box.jpg,"['Mac', 'PC', 'Linux']"
Knights of Xentar,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2423346-dos_knights_of_xentar.jpg,"['TurboGrafx-CD', 'PC', 'Sharp X68000', 'FM Towns', 'NEC PC-8801', 'NEC PC-9801']"
Tecmo's Deception,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2367494-box_decept.png,"['PlayStation', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)']"
Fantasy World Dizzy,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3018853-fantasy_world_dizzy_ami_1_1.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC']"
International Superstar Soccer 2000,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5822/381047-iss2000.jpg,"['Nintendo 64', 'Game Boy Color']"
Tortuga: Two Treasures,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4859/524622-final_art_tortuga_tt.jpg,['PC']
Monster Rancher 4,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2367502-box_mr4.png,['PlayStation 2']
Bear in the Big Blue House,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9261/310049-big.jpg,"['PlayStation', 'Game Boy Color']"
Tecmo Super Bowl,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362295-nes_tecmosuperbowl.jpg,['Nintendo Entertainment System']
SpellForce: Shadow of the Phoenix,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/4/47060/1344398-1243820740527.jpg,['PC']
Magic Lanterns,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1805199-magic.jpg,['PC']
Call of Duty: Roads to Victory,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1784890-box_codrtv.png,['PlayStation Portable']
Platypus,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1860118-box_platypus.png,"['PlayStation Portable', 'iPod', 'Xbox 360 Games Store', 'PC', 'iPhone', 'PlayStation Network (PSP)', 'Windows Phone']"
Mystery Mansion,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Atomic Betty,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/833264-927682_66630_front.jpg,"['Game Boy Advance', 'GameCube']"
Dragster,1980,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14206/1080308-d.jpg,"['Atari 2600', 'Xbox 360 Games Store']"
Kartoffelpüree: Der Gemüse-Shooter,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2831561-kartoffelp%C3%BCree%20der%20gem%C3%BCseshooter.jpg,['PC']
Fire Pro Wrestling 2,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2275993-box_fpw2.png,['Game Boy Advance']
Spyro the Dragon,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1803985-box_spyro.png,"['PlayStation', 'PlayStation Network (PS3)', 'PlayStation Network (Vita)']"
Conquest Earth,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/117587/1703696-conqearth.jpg,"['PlayStation', 'PC']"
Virtual Pinball,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/20737/762496-virtual_pinball.jpg,['Genesis']
Barbie Horse Adventure: Wild Horse Rescue,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14761/801269-front_cover.jpg,"['PlayStation 2', 'Xbox']"
Gary Grigsby's Pacific War,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/60173/1504831-gary_grigsby_s_pacific_war_coverart.png,['PC']
Earthworm Jim: Menace 2 the Galaxy,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/972072-earthworm.jpg,['Game Boy Color']
Mouryou Senki Madara,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2209070-nes.png,['Nintendo Entertainment System']
NFL GameDay '99,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2251187-box_nflgd99.png,"['PlayStation', 'PC']"
Dungeon Explorer,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8272/846509-588955_58106_front.jpg,"['TurboGrafx-16', 'Wii Shop', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)', 'Wii U']"
Can You See What I See? Curfuffle's Collectibles,2008,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1798942-what.jpg,['PC']
Faxanadu,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361717-nes_faxanadu.jpg,"['Nintendo Entertainment System', 'Wii Shop']"
Sonic Adventure,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1521675-sonica_box.png,"['Dreamcast', 'Xbox 360 Games Store', 'PlayStation Network (PS3)']"
BoBo,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/762095-1131986963_00.png,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC']"
Microsoft Flight Simulator,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/160705/2268817-mfsboxart.jpg,['Mac']
The Legend of Zelda: Four Swords Adventures,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/82063/2593599-fsaclean.jpg,['GameCube']
Snowboard Kids Plus,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9261/388250-575010_14070_front.jpg,['PlayStation']
Bionic Commando,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361171-nes_bioniccommando.jpg,['Nintendo Entertainment System']
QAD: Quintessential Art of Destruction,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2214776-cover.jpg,['PC']
Myst IV: Revelation,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972685-box_myst4.png,"['Mac', 'Xbox', 'PC']"
Wings of Wor,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3715/711388-wowomg0f.jpg,['Genesis']
Final Fantasy Origins,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/20/207993/2552607-1299151-scan10001.jpg,"['PlayStation', 'PlayStation Network (PS3)']"
Realms of Arkania III: Shadows over Riva,2009,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/117587/1659630-realms_of_arkania_iii__shadows_over_riva_cover.jpg,['PC']
Venice Beach Volleyball,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14206/1047135-vb.jpg,['Nintendo Entertainment System']
Dark Earth,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6279/841603-darkearth.jpg,['PC']
The Grinch,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2983886-box_grinch.png,"['PlayStation', 'Dreamcast', 'Game Boy Color', 'PC']"
Turrican 3,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3095417-turrican_3_ami_2_1.jpg,['Amiga']
Heavenly Sword,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1832144-box_hsword.png,['PlayStation 3']
Action Biker,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/26/966262-action_biker_coverart.png,"['Commodore 64', 'ZX Spectrum', 'Atari 8-bit']"
Jet Moto,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3008943-box_jm.png,"['PlayStation', 'PlayStation Network (PS3)', 'PC', 'PlayStation Network (PSP)']"
Super Skateboardin',1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5150/1226822-superskateboardin___article_image.jpg,['Atari 7800']
Robo Pit,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/631332-robo_pit_saturn_box_frontboxart_160w.jpg,"['PlayStation', 'Saturn']"
Lands of Lore: Guardians of Destiny,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14741/1104730-lands_of_lore_ii___guardians_of_destiny.png,"['Mac', 'PC']"
Tom Clancy's Rainbow Six,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/4/48222/1085899-rb6box.jpg,"['Mac', 'PlayStation', 'Dreamcast', 'Nintendo 64', 'Game Boy Color', 'PC']"
Centerfold Squares,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9778/2202219-cfs29170007.jpg,"['Amiga', 'Atari ST', 'PC']"
Gene Troopers,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/12139/2195616-2195615-gene_troopers_275431.jpg,"['PlayStation 2', 'Xbox', 'PC']"
Firefighter F.D. 18,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525178-box_fffd18.png,['PlayStation 2']
D.N.A.,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6087/1134788-dna_box.jpg,['PC']
Phoenix Wright: Ace Attorney - Trials and Tribulations,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1836594-box_pwaa3.png,"['Game Boy Advance', 'Nintendo DS', 'Wii Shop', 'PC', 'iPhone', 'iPad', 'Android']"
Puzzle Pirates,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/56/917712-box_l.jpg,"['Mac', 'PC', 'iPad', 'Linux']"
Ian Botham's Cricket,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2567547-8291151558-Ian_B.jpg,"['Amiga', 'Atari ST', 'PC']"
Clue: Murder at Boddy Mansion,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/10831/479531-clue_f.jpg,['PC']
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15035/663496-pajamasam.jpg,"['Mac', 'PlayStation', 'PC', 'Linux']"
Mega Man Legends,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164734/2299255-529738_44502_front.jpg,"['PlayStation Portable', 'PlayStation', 'Nintendo 64', 'PlayStation Network (PS3)', 'PC', 'PlayStation Network (Vita)']"
Mary Shelley's Frankenstein,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6150/846050-snes_cover.jpg,"['Genesis', 'Super Nintendo Entertainment System', 'Sega CD']"
Daffy Duck in Hollywood,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/160705/2263083-ddihggboxart.jpg,"['Game Gear', 'Genesis', 'Sega Master System']"
1st Person Pinball,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2185678-cover.jpg,"['Amiga', 'Atari ST', 'PC']"
Donkey Konga 3: Tabe-houdai! Haru Mogitate 50 Kyoku,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3014426-box_dka.png,['GameCube']
WCW Nitro,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2409916-box_wcwn.png,"['PlayStation', 'Nintendo 64', 'PC']"
Leather Goddesses of Phobos,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/623843-948891_105553_front_1_.jpg,"['Amiga', 'Amstrad CPC', 'Apple II', 'Atari ST', 'Commodore 64', 'Mac', 'Atari 8-bit', 'PC']"
Lux,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Mac', 'PC']"
Nancy Drew: Danger by Design,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/11423/714230-dangerbydesign.jpg,['PC']
Tapper,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3948/956016-2598043807_8825757262.jpg,"['Amstrad CPC', 'Apple II', 'Commodore 64', 'ZX Spectrum', 'Atari 8-bit', 'Atari 2600', 'ColecoVision', 'Arcade', 'Xbox 360 Games Store', 'PC']"
Voodoo Vince,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2276110-box_vvince.png,"['Xbox', 'PC', 'Xbox One']"
Willow,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2362610-nes_willow.jpg,"['Amiga', 'Atari ST', 'Nintendo Entertainment System', 'Arcade', 'PC']"
Black/Matrix Zero,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2508/586413-580564_19919_front.jpg,['Game Boy Advance']
Baseball Mogul 2003,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Spice World,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2982977-box_spice.png,['PlayStation']
Trilby's Notes,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/16116/491306-1176284171_00.gif,['PC']
PC Selección Española de Fútbol Eurocopa '96,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
7 Wonders of the Ancient World,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/561/216142-7_wonders_of_the_ancient_world.jpg,"['PlayStation Portable', 'PlayStation 2', 'Nintendo DS', 'PC', 'PlayStation Network (PSP)']"
Madou Monogatari 1-2-3,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/16207/2370711-madou123.jpg,"['MSX', 'NEC PC-9801']"
Arcade's Greatest Hits: The Midway Collection 2,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2983184-box_maghmid2.png,"['PlayStation', 'PC']"
Saishuu Heiki Kanojo,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/1804107-saishuu_heiki_kanojo.jpg,['PlayStation 2']
M.U.S.H.A.,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3715/869012-586296_57141_front.jpg,"['Genesis', 'Wii Shop']"
Phantasy Star Online Ver. 2,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/1888888-pso2.jpg,['Dreamcast']
QBasic Gorillas,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/70437/1536113-gorillas.gif,['PC']
Meine Tierschule,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1804080-meine.jpg,['PC']
DreamWorks' Shark Tale,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2284714-box_stale.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox', 'PC']"
Moraff's World,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/13/134049/1837538-title_screen.gif,['PC']
Helter Skelter,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23093/2791873-6246871759-27720.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC', 'BBC Micro']"
Soul of a Robot,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amstrad CPC', 'MSX', 'ZX Spectrum']"
Mohawk & Headphone Jack,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/12/126726/1775495-giant_bomb_sub.jpg,['Super Nintendo Entertainment System']
Rogue Galaxy,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2525235-box_rgalaxy.png,"['PlayStation 2', 'PlayStation 4']"
Dead Head Fred,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2136545-box_dhf.png,"['PlayStation Portable', 'PlayStation Network (PSP)', 'PlayStation Network (Vita)']"
The Rescue of Lorri in Lorrinitron,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2849953-lorrinitron.jpg,['PC']
H.A.T.E.: Hostile All Terrain Encounter.,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/3117038-hate_ast_1_1.jpg,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum']"
Minebot Arena,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Lure of the Temptress,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/5/58746/1129886-lureofthetemptress.jpg,"['Amiga', 'Atari ST', 'Mac', 'PC', 'Linux']"
Dragonstone,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3003494-box_ds.png,"['Amiga', 'Amiga CD32']"
Boxing Legends of the Ring,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2363665-snes_boxinglegendsofthering.jpg,"['Genesis', 'Super Nintendo Entertainment System']"
The Peace Keepers,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2364532-snes_thepeacekeepers.jpg,['Super Nintendo Entertainment System']
Legends of Wrestling II,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972681-box_low2.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox']"
"Blair Witch, Volume III: The Elly Kedward Tale",2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/12/128518/1762964-5fd5b04221939f539be044abb8bbe07f_blair_witch_volume_3__the_elly_kedward_tale.jpg,['PC']
Over the Hedge,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2284699-box_oth.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube', 'Xbox', 'Nintendo DS', 'PC']"
Epic,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/873007-epic___front.jpg,"['Amiga', 'Atari ST', 'PC']"
Brix,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2238828-1.gif,['PC']
